CityTown,Location,StateTerritory,Country,Date,EstimateText,EstimateLow,BestGuess,EstimateHigh,AdjustedLow,AdjustedHigh,Actor,Claim,Pro (2)/anti(1),EventType,ReportedArrests,ReportedParticipantInjuries,ReportedPoliceInjuries,ReportedPropertyDamage,TownsCities,Events,Source1,Source2,Source3,Misc,,,,
Delhi,congressman’s office,NY,USA,2017-02-25,More than 150,150,160,170,165,153,General Protest,Pro ACA,1,Demonstration,0,0,0,0,1,1,http://www.thedailystar.com/news/local_news/local-residents-rally-in-support-of-aca/article_f923d116-2ccf-576a-8525-8edb2698ec0e.html,,,,,,,
Huntington,a Huntington Church,NY,USA,2017-02-25,Hundreds,200,200,200,220,180,General Protest,Pro ACA,1,Demonstration,0,0,0,0,1,1,http://www.newsday.com/long-island/suffolk/hundreds-rally-in-huntington-to-support-affordable-care-act-1.13176958,,,,,,,
Massapequa Park, outside Rep. Peter King’s office,NY,USA,2017-02-25,two dozens,24,24,24,26.4,21.6,General Protest,pro Trump immigration politics,1,demonstration,0,0,0,0,1,1,http://longisland.news12.com/news/rally-outside-rep-king-s-office-urges-immigrant-protections-1.13173786,,,,,,,
Providence,Rhode Island college,RI,USA,2017-02-25,,500,500,500,550,450,General Protest,Pro ACA,1,Demonstration,0,0,0,0,1,1,http://www.woonsocketcall.com/news/obamacare-supporters-stand-by-their-plan-at-rally/article_f9cfface-fd68-11e6-9d3b-dba255e5de0a.html,,,,,,,
Toms River,St. Joseph's Roman Catholic Church to Town Hall ,VT,USA,2017-02-25,na,100,125,150,110,135,"""Our Revolution""",Anti-Trump ,1,March,0,0,0,0,1,1,http://www.app.com/story/news/politics/2017/02/25/anti-donald-trump-protest-includes-talk-of-revolution/98418306/,,,,,,,
Topeka,Topeka High School,KS,USA,2017-02-25,about 4000,4000,4000,4000,4400,3600,General Protest; Bernie Sanders spoke,anti-Trump; progressive,1,rally,0,0,0,0,1,1,http://www2.ljworld.com/news/2017/feb/26/bernie-sanders-fires-kansas-democrats-topeka-rally/,,,,,,,
Austin,south steps of Capitol,TX,USA,2017-02-25,about 1000,1000,1000,1000,1100,900,General Protest,"No Ban, No Wall; pro-immigration",1,rally,0,0,0,0,1,1,http://www.statesman.com/news/local-education/joaquin-castro-tells-wall-protesters-they-are-making-difference/iFxf2K6lQRm1YypyHpxg6O/,,,,,,,
Torrance,Columbia Park; 190th St,CA,USA,2017-02-25,hundreds,200,200,200,220,180,Torrance Refinery Action Alliance,protest the Torrance Refinery Company’s use of modified hydrofluoric acid (MHF) in its refining process,0,march,0,0,0,0,1,1,http://www.easyreadernews.com/146723/hundreds-march-torrance-refinery-calling-mhf-ban/,,,,,,,
Hackensak,Bergen County Courthouse,NJ,USA,2017-02-25,over 300,300,300,300,330,270,General Protest,pro-ACA; support Planned Parenthood,1,rally,0,0,0,0,1,1,http://www.nj.com/bergen/index.ssf/2017/02/hundreds_rally_in_hackensack_against_aca_repeal.html,,,,,,,
Augusta ,near the State House,ME,USA,2017-02-25,about 200,200,200,200,220,180,General Protest,pro-ACA,1,rally,0,0,0,0,1,1,http://www.pressherald.com/2017/02/25/augusta-rally-draws-200-in-support-of-health-care-law/,,,,,,,
Vancouver,Clark College,WA,USA,2017-02-25,about 200,200,200,200,220,180,Our Revolution (Sanders),pro-ACA,1,rally,0,0,0,0,1,1,http://www.columbian.com/news/2017/feb/25/supporters-rally-in-defense-of-affordable-care-act/,,,,,,,
Denver,Civic Center Park,CO,USA,2017-02-25,more than 200,200,200,200,220,180,General Protest,pro-ACA,1,rally,0,0,0,0,1,1,http://www.denverpost.com/2017/02/25/denver-rally-support-affordable-care-act/,,,,,,,
Montpelier,,VT,USA,2017-02-25,couple of hundred,200,200,200,220,180,General Protest,pro-ACA; Save Healthcare,1,rally,0,0,0,0,1,1,http://www.mynbc5.com/article/save-healthcare-rally-in-montpelier-draws-couple-hundred-supporters/8980747,,,,,,,
Bennington,,VT,USA,2017-02-25,,,,,,,General Protest,pro-ACA; Save Healthcare,1,rally,,,,,1,1,http://www.mynbc5.com/article/save-healthcare-rally-in-montpelier-draws-couple-hundred-supporters/8980747,,,,,,,
Rutland,,VT,USA,2017-02-25,,,,,,,General Protest,pro-ACA; Save Healthcare,1,rally,,,,,1,1,http://www.mynbc5.com/article/save-healthcare-rally-in-montpelier-draws-couple-hundred-supporters/8980747,,,,,,,
Lincoln County,Newcastle-Damariscotta bridge on Business Rt 1,ME,USA,2017-02-25,more than 190,190,190,190,209,171,Lincoln County Indivisible; Our Revolution,pro-ACA,1,rally,0,0,0,0,1,1,http://www.penbaypilot.com/article/standing-healthcare-lincoln-county-indivisible-joins-our-revolution-bridge/82656,,,,,,,
Lexington ,Robert F. Stephens Courthouse Plaza,KY,USA,2017-02-25,about 180,180,180,180,198,162,Our Revolution Central Kentucky,pro-ACA,1,rally,0,0,0,0,1,1,http://www.kentucky.com/news/local/counties/fayette-county/article135001034.html,,,,,,,
St. Louis,Union Station to Tucker Boulevard & Market St,MO,USA,2017-02-25,hundreds,200,200,200,220,180,General Protest,pro-transgender rights,1,march,0,0,0,0,1,1,http://www.kmov.com/story/34605177/lgbt-march-puts-spotlight-on-transgender-rights,,,,,,,
Virginia Beach,Atlantic Ave,VA,USA,2017-02-25,the few hundred,200,200,200,220,180,General Protest,called for public officials to examine whether the city awards enough contracts to minority- and women-owned businesses,1,march,0,0,0,0,1,1,http://pilotonline.com/news/government/local/peaceful-march-for-equality-shuts-down-atlantic-ave-at-virginia/article_313c1843-f32a-505f-8e63-3d7e407c2470.html,,,,,,,
Fayetteville,,AR,USA,2017-02-25,,,,,,,General Protest,protest court decision against pro-LGBT ordinance,1,rally,0,0,0,0,1,1,http://www.nwaonline.com/news/2017/feb/25/fayetteville-residents-rally-to-support/,,,,,,,
Naples,intersection of US-41 and Airport-Pulling Road,FL,USA,2017-02-25,hundreds,200,200,200,220,180,General Protest,pro-ACA,1,rally,0,0,0,0,1,1,http://www.nbc-2.com/story/34603435/affordable-care-act-protestors-rally-across-southwest-florida,,,,,,,
Brighton,in front of US Rep. Mike Bishop's (R) office,MI,USA,2017-02-25,around 100,100,100,100,110,90,General Protest,pro-ACA (oppose repeal),1,protest,0,0,0,0,1,1,http://www.livingstondaily.com/story/news/local/community/brighton/2017/02/27/medical-professionals-organize-protest/98477424/?from=global&sessionKey=&autologin=,,,,,,,
Tacoma,University of Washington Tacoma campus,WA,USA,2017-02-25,hundreds,100,100,100,110,90,General Protest,pro-transgender rights; against Ballot Initiative 1552,1,rally,0,0,0,0,1,1,http://komonews.com/news/local/demonstrators-rally-for-transgender-rights-decry-initiative-1552,,,,,,,
Jersey City,outside the Trump Bay Street high-rise,NJ,USA,2017-02-25,more than 100,100,100,100,110,90,General Protest,anti-Trump,1,protest,0,0,0,0,1,1,http://www.nj.com/hudson/index.ssf/2017/02/anti-trump_protesters_demonstrate_in_downtown_jers.html,,,,,,,
Philadelphia,Paine Plaza in Center City,PA,USA,2017-02-25,hundreds,200,200,200,220,180,General Protest,pro-ACA,1,rally,0,0,0,0,1,1,http://www.philly.com/philly/news/politics/Hundreds-rally-to-save-Affordable-Care-Act.html,,,,,,,
Nashville,in front of a West End office of two US senators,TN,USA,2017-02-25,about 50,50,50,50,55,45,General Protest,pro-ACA,1,rally,0,0,0,0,1,1,http://www.tennessean.com/story/news/2017/02/25/nashville-joins-nationwide-rallies-support-obamacare/98354910/,,,,,,,
Madison,capitol,WI,USA,2017-02-25,dozens,24,24,24,26.4,21.6,General Protest,pro-ACA,1,protest,0,0,0,0,1,1,http://www.channel3000.com/news/politics/capitol-pink-out-demonstrators-circle-statehouse-in-ribbon-in-support-of-obamacare/359379059,,,,,,,
Skowhegan,on the Margaret Chase Smith Bridges,ME,USA,2017-02-25,about 20,20,20,20,22,18,General Protest,against Ku Klux Klan,0,protest,0,0,0,0,1,1,http://www.pressherald.com/2017/02/25/protesters-in-skowhegan-rally-against-ku-klux-klan/,,,,,,,
Nacogdoches,outside the Nacogdoches County Courthouse,TX,USA,2017-02-25,na,41,41,41,45.1,36.9,General Protest,pro-ACA,1,rally,0,0,0,0,1,1,http://dailysentinel.com/gallery/collection_7fda6304-fbbe-11e6-b89e-0fa15407198b.html/?mode=gallery,,,est from pic at link,,,,
Aiken,downtown,SC,USA,2017-02-25,na,38,38,38,41.8,34.2,Our Revolution South Carolina; Aiken County Democratic Party,pro-ACA,1,rally,0,0,0,0,1,1,http://www.aikenstandard.com/news/locals-share-stories-support-at-health-care-rally/article_35539c08-fb94-11e6-bcb9-871db3bcee44.html,,,est from pic at link,,,,
Asheville,Park Square,NC,USA,2017-02-25,na,100,100,100,110,90,General Protest,pro-ACA,1,rally,0,0,0,0,1,1,http://wlos.com/news/local/asheville-rally-in-support-of-aca-is-part-of-national-movement,,,est from pic at link,,,,
Tallahassee,capitol,FL,USA,2017-02-25,,,,,,,General Protest,pro-transgender rights,1,rally,0,0,0,0,1,1,http://www.wctv.tv/content/news/Tallahassee-Transgender-community-rallies-at-Capitol-414788343.html,,,,,,,
Columbia,State House,SC,USA,2017-02-25,na,16,16,16,17.6,14.4,General Protest,pro-transgender rights,1,rally,0,0,0,0,1,1,http://www.wistv.com/story/34605577/group-rallies-at-state-house-for-transgender-rights,,,est from pic at link,,,,
Branchburg Township,at Raritan Valley Community College outside Rep. Leonard Lance town hall,NJ,USA,2017-02-25,,,,,,,General Protest,anti-Trump,1,protest,0,0,0,0,1,1,http://newjersey.news12.com/news/rep-lance-town-hall-event-draws-packed-house-protesters-1.13175459,,,,,,,
Phoenix,along Camelback Road near the offices of U.S. Sens. John McCain and Jeff Flake,AZ,USA,2017-02-25,about 85,85,85,85,93.5,76.5,Medical professionals; General Protest,pro-ACA,1,rally,0,0,0,0,1,1,http://www.azcentral.com/story/news/local/phoenix/2017/02/25/arizonans-march-health-care-mccain-flake-offices-phoenix/98412390/,,,,,,,
Boston,Boston Common,MA,USA,2017-02-26,more than 200,200,200,200,220,180,general protestors,demand investigation of Trump's Russia ties,1,demonstration,0,0,0,0,1,1,http://www.idahostatesman.com/news/politics-government/national-politics/article135118759.html,,,,,,,
Saint Paul ,Central High School (In the Front) ,MN,USA,2017-02-26,dozens,24,62,100,26.4,90,Students,Protest Against the School To Prison Pipeline; police brutality against students,1,protest,0,0,0,0,1,1,http://www.twincities.com/2016/05/31/st-paul-central-students-walk-out-in-protest-of-school-resource-officers/,http://www.startribune.com/st-paul-central-students-march-to-city-hall-to-protest-teen-s-arrest/381462231/,,,,,,
Buffalo,Niagra Square ,NY,USA,2017-02-26,few hundred,100,100,100,110,90,several local organizations,LGBTQ Rights,1,Demonstration,0,0,0,0,1,1,https://buffalonews.com/2017/02/26/transgender-rights-take-center-stage-rally-niagara-square/,,,,,,,
Long Island,Selden Mosque,NY,USA,2017-02-26,About 75,75,75,75,82.5,67.5,General Protest,Anti Trump's immigration policy ,1,demonstration,0,0,0,0,1,1,http://www.newsday.com/long-island/suffolk/rally-at-selden-mosque-draws-opponents-of-trump-travel-ban-1.13179361,,,,,,,
Bethlehem,outside Bethlehem Area Public Library,PA,USA,2017-02-26,more than 100,100,100,100,110,90,general protestors,fifth anniversary of the killing of Trayvon Martin; BLM,1,demonstration,0,0,0,0,1,1,http://www.mcall.com/news/local/mc-bethlehem-trayvon-martin-hoodie-rally-20170226-story.html,,,,,,,
St. Louis,,MO,USA,2017-02-26,about 1500,1500,1500,1500,1650,1350,general protestors,pro-LGBTQ rights,1,rally,3,0,0,0,1,1,http://www.columbiatribune.com/news/crime/columbia-man-arrested-on-suspicion-of-assaulting-officer-at-st/article_2e1362a6-fd3e-11e6-a6e0-df81960ed4b9.html,,,,,,,
Jersey City,Newark Pedestrian Plaza,NJ,USA,2017-02-26,nearly 200,200,200,200,220,180,Jersey City LGBT Pride; Garden State Equality,pro-transgender rights,1,rally,0,0,0,0,1,1,http://www.nj.com/hudson/index.ssf/2017/02/a_call_for_transgender_equality_at_jersey_city_ral.html,,,,,,,
Winston-Salem,downtown,NC,USA,2017-02-26,more than 100,100,100,100,110,90,general protestors,against billboard message,1,protest,0,0,0,0,1,1,http://wtkr.com/2017/02/26/more-than-100-people-protest-controversial-north-carolina-billboard/,,,,,,,
Winston-Salem,downtown,NC,USA,2017-02-26,na,6,6,6,6.6,5.4,general protestors,pro-billboard message,2,protest,0,0,0,0,0,1,http://wtkr.com/2017/02/26/more-than-100-people-protest-controversial-north-carolina-billboard/,,,video at link,,,,
Lihue (Kauai),the state building; march down Hardy St,HI,USA,2017-02-26,about 40,40,40,40,44,36,general protestors,anti-Trump,1,rally; march,0,0,0,0,1,1,http://thegardenisland.com/news/local/join-national-protest-movement/article_18ffbf15-060a-5dfc-8eb6-90ce017a6b65.html,,,,,,,
Gravette,,AR,USA,2017-02-27,,,,,,,general supporters,Spirit of America Rally; pro-Trump,2,rally,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-trump-supporters-idUSKBN1661CM,,,,,,,
Brea,outside shopping mall,CA,USA,2017-02-27,about 60,60,60,60,66,54,general protestors,Spirit of America Rally; pro-Trump,2,rally,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-trump-supporters-idUSKBN1661CM,,,,,,,
Pasadena,City Hall from the Pasadena Job Center,CA,USA,2017-02-27,hundreds ,200,200,200,220,180,Pasadenans Organizing for Progress,pro-immigration; anti-deportation,1,march,0,0,0,0,1,1,https://www.pasadenaweekly.com/2017/03/02/march-for-freedom/,,,,,,,
Denver,state capitol,CO,USA,2017-02-27,na,150,175,200,165,180,general supporters,Spirit of America Rally; pro-Trump,2,rally,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-trump-supporters-idUSKBN1661CM,http://www.denverpost.com/2017/02/27/rally-support-trump-colorado-capitol/,,,,,,
Atlanta,state capitol,GA,USA,2017-02-27,na,200,200,200,220,180,general supporters,Spirit of America Rally; pro-Trump,2,rally,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-trump-supporters-idUSKBN1661CM,,,,,,,
South Bend,Notre Dame U,IN,USA,2017-02-27,about 30,30,30,30,33,27,College Democrats; Diversity Council; We Stand For,against speaking invitation to VP Pence,1,demonstration,0,0,0,0,1,1,http://www.journalgazette.net/news/local/indiana/Notre-Dame-names-Pence-grad-speaker-18057928,http://ndsmcobserver.com/2017/02/club-protests-trump-commencement/,,,,,,
Mandeville,Tammany Trace Kids Pavillion ,LA,USA,2017-02-27,almost 100; About 150,100,125,150,110,135,general protestors,Spirit of America Rally; pro-Trump,2,rally,0,0,0,0,1,1,http://www.reuters.com/article/us-usa-trump-supporters-idUSKBN1661CM,http://wgno.com/2017/02/27/trump-rally-brings-crowd-to-mandeville/,,,,,,
York City ,Continental Square,PA,USA,2017-02-27,na,10,10,10,11,9,General protest,Anti Trump's policies,1,protest,0,0,0,0,1,1,http://www.yorkdispatch.com/story/news/2017/02/28/anti-trump-protesters-gather-continental-square/98539722/,,,,,,,
Olympia,capitol,WA,USA,2017-02-27,na,1000,1500,2000,1100,1800,General protest; Latino Legislative Day,pro-immigration,1,rally; march,0,0,0,0,1,1,http://www.bellinghamherald.com/news/politics-government/article135333649.html,,,,,,,
Red Bank,Outside the borough hall,NJ,USA,2017-02-27,about 200,200,200,200,220,180,general protestors,pro-immigration,1,rally,0,0,0,0,1,1,http://www.app.com/story/news/politics/2017/02/27/middletown-nj-red-bank-trump-rally-sanctuary-city/98453108/,,,,,,,
Red Bank,corner of New Jersey 35 and Harmony Rd,NJ,USA,2017-02-27,some 200,200,200,200,220,180,general protestors,pro-Trump; pro-wall,2,rally,0,0,0,0,0,1,http://www.app.com/story/news/politics/2017/02/27/middletown-nj-red-bank-trump-rally-sanctuary-city/98453108/,,,,,,,
Portland,next to federal bldg (ICE),OR,USA,2017-02-27,several hundred,200,200,200,220,180,general protestors,pro-immigration,1,rally,0,0,0,0,1,1,http://katu.com/news/local/rally-for-undocumented-people-planned-at-portland-ice-building,,,,,,,
Annapolis,,MD,USA,2017-02-27,hundreds ,200,200,200,220,180,general protestors,pro-immigration,1,march,0,0,0,0,1,1,http://www.baltimoresun.com/news/maryland/politics/bs-md-immigration-rally-20170227-story.html,,,,,,,
Abingdon,West Main Street,VA,USA,2017-02-27,dozens,24,24,24,26.4,21.6,general supporters,pro-Trump; anti-ACA,2,rally,0,0,0,0,1,1,http://www.wcyb.com/news/trump-supporters-and-protesters-rally-in-downtown-abingdon/364144229,,,,,,,
Abingdon,West Main Street,VA,USA,2017-02-27,,,,,,,general protestors,anti-Trump; pro-ACA,1,protest,0,0,0,0,0,1,http://www.wcyb.com/news/trump-supporters-and-protesters-rally-in-downtown-abingdon/364144229,,,,,,,
Baltimore,ICE office,MD,USA,2017-02-27,na,32,32,32,35.2,28.8,CASA; LatinoJustice PRLDEF; Sanctuary DMV; PICO National,anti-Trump; supports an El Salvador woman awaiting trial who faces deportation; anti-Trump,1,vigil,0,0,0,0,1,1,http://foxbaltimore.com/news/local/vigil-for-immigrant-el-salvadorian-mother-who-may-be-separated-from-her-baltimore-family,,,pic at link,,,,
St. Augustine ,lawn of Castillo de San Marcos,FL,USA,2017-02-27,roughly 250,250,250,250,275,225,general supporters,pro-Trump; “Spirit of America” rally,2,rally,0,0,0,0,1,1,http://staugustine.com/news/local-news/2017-02-28/opposing-sides-turn-out-support-protest-trump-administration,,,,,,,
St. Augustine ,across the Bridge of Lions and down the city’s waterfront,FL,USA,2017-02-27,,,,,,,Indivisible St. Johns; general protestors,anti-Trump,1,protest,0,0,0,0,0,1,http://staugustine.com/news/local-news/2017-02-28/opposing-sides-turn-out-support-protest-trump-administration,,,,,,,
Hartford,outside Legislative Office Building,CT,USA,2017-02-28,around 100,100,100,100,110,90,Connecticut Coalition Against Crumbling Basements,,0,,0,0,0,0,1,1,http://www.courant.com/news/connecticut/hc-connecticut-crumbling-concrete-0301-20170228-story.html,,,,,,,
Goshen,outside Elkhart County Courthouse,IN,USA,2017-02-28,roughly a dozen,12,12,12,13.2,10.8,general protestors,justice for Norman Gary; police shooting,1,rally,0,0,0,0,1,1,http://www.wndu.com/content/news/Justice-for-Norman--415056023.html,,,,,,,
Philadelphia,Senator Toomey's office,PA,USA,2017-02-28,NA,11,11,11,12.1,9.9,General protest,anti trump policies,1,sit-in,11,0,0,0,1,1,http://www.post-gazette.com/news/state/2017/02/28/Protesters-taken-into-custody-at-Tuesdays-with-Toomey-protest-in-Philly/stories/201702280268,,,,,,,
Austin,outside state capitol,TX,USA,2017-02-28,hundreds,200,200,200,220,180,general protestors ,oppose TX sanctuary law ban,1,demonstration,0,0,0,0,1,1,http://www.dailytexanonline.com/2017/03/01/hundreds-protest-state-legislation-outlawing-sanctuary-cities,,,,,,,
Knoxville,inside Scruffy City Hall on Market Square,TN,USA,2017-02-28,approx 25,25,,25,,,general protestors ,pro-ACA,1,rally,0,0,0,0,1,1,http://www.knoxnews.com/story/news/health/2017/02/28/save-my-care-rally-support-aca-has-small-turnout/98541012/,,,,,,,
Salem,Capitol,OR,USA,2017-02-28,dozens,24,,24,,,general protestors ,"support House Bill 2232, the Reproductive Health Equity Act",1,rally,0,0,0,0,1,1,http://www.statesmanjournal.com/story/news/politics/2017/02/28/oregon-reproductive-health-bill-rally-draws-dozens/98486830/,,,,,,,
Hendersonville,outside the Henderson County Courthouse,NC,USA,2017-02-28,about 20,20,,20,,,general protestors ,pro-Trump; pro- Rep. Mark Meadows (R); anti-ACA,2,rally,0,0,0,0,1,1,http://wlos.com/news/local/supporters-hold-rally-at-courthouse-for-us-rep-mark-meadows,,,,,,,
